1.,United States and territories,56.5%
1.1.,    United States,56.5%
2.,Germany,33.9%
3.,China and territories,14.0%
3.1.,    China,12.4%
3.2.,    Hong Kong,3.2%
4.,France and territories,12.8%
4.1.,    France,12.8%
5.,Netherlands and territories,4.5%
5.1.,    Netherlands,4.5%
6.,United Kingdom and territories,4.5%
6.1.,    United Kingdom,4.5%
7.,Singapore,4.5%
8.,Russian Federation,4.4%
9.,Japan,4.4%
10.,Ireland,3.9%
11.,Italy,3.4%
12.,Iran,3.0%
13.,India,2.6%
14.,Finland and territories,2.6%
14.1.,    Finland,2.6%
15.,Sweden,2.2%
16.,Taiwan,1.5%
17.,Turkey,1.1%
18.,South Korea,1.0%
19.,Poland,1.0%
20.,Indonesia,0.8%
21.,Viet Nam,0.7%
22.,Canada,0.7%
23.,Switzerland,0.7%
24.,Czech Republic,0.7%
25.,Australia,0.4%
26.,United Arab Emirates,0.4%
27.,Belgium,0.3%
28.,Brazil,0.3%
29.,Austria,0.3%
30.,Luxembourg,0.3%
31.,Venezuela,0.3%
32.,Afghanistan,0.3%
33.,Thailand,0.1%
34.,Spain,0.1%
35.,Belarus,0.1%
36.,Denmark and territories,0.1%
36.1.,    Denmark,0.1%
37.,Malaysia,0.1%
38.,Argentina,0.1%
39.,Kazakhstan,0.1%
40.,Chile,0.1%
41.,Norway,0.1%
42.,Iceland,0.1%
43.,Bosnia and Herzegovina,0.1%
44.,Cyprus,0.1%
45.,Angola,0.1%
