1.,United States and territories,43.94%
1.1.,    United States,43.94%
2.,Germany,21.37%
3.,France and territories,13.62%
3.1.,    France,13.62%
4.,China and territories,11.34%
4.1.,    China,10.19%
4.2.,    Hong Kong,1.48%
5.,Netherlands and territories,7.17%
5.1.,    Netherlands,7.17%
6.,Japan,4.74%
7.,United Kingdom and territories,4.61%
7.1.,    United Kingdom,4.61%
8.,Russian Federation,4.45%
9.,Switzerland,4.12%
10.,Ireland,3.03%
11.,India,2.86%
12.,Iran,2.39%
13.,Italy,2.31%
14.,Singapore,2.20%
15.,South Korea,1.99%
16.,Canada,1.52%
17.,Spain,1.48%
18.,Turkey,1.33%
19.,Sweden,0.88%
20.,Finland and territories,0.87%
20.1.,    Finland,0.87%
21.,Taiwan,0.87%
22.,Czech Republic,0.71%
23.,Brazil,0.66%
24.,Viet Nam,0.63%
25.,Poland,0.62%
26.,Australia,0.54%
27.,Indonesia,0.54%
28.,United Arab Emirates,0.39%
29.,Ukraine,0.35%
30.,Belgium,0.33%
31.,Saudi Arabia,0.32%
32.,Azerbaijan,0.27%
33.,Greece,0.25%
34.,Argentina,0.25%
35.,Luxembourg,0.25%
36.,Mexico,0.25%
37.,Austria,0.24%
38.,Romania,0.19%
39.,South Africa,0.17%
40.,Slovakia,0.17%
41.,Thailand,0.16%
42.,Israel,0.16%
43.,Bulgaria,0.16%
44.,Kazakhstan,0.16%
45.,Turkmenistan,0.13%
46.,Malaysia,0.11%
47.,Chile,0.11%
48.,Portugal,0.11%
49.,Latvia,0.11%
50.,Angola,0.11%
51.,Hungary,0.09%
52.,Pakistan,0.09%
53.,Venezuela,0.09%
54.,Belarus,0.08%
55.,Estonia,0.08%
56.,Norway,0.06%
57.,Moldova,0.06%
58.,Qatar,0.06%
59.,Denmark and territories,0.05%
59.1.,    Denmark,0.05%
60.,Lithuania,0.05%
61.,Croatia,0.05%
62.,Uzbekistan,0.05%
63.,Egypt,0.05%
64.,Serbia,0.03%
65.,Slovenia,0.03%
66.,Colombia,0.03%
67.,Bosnia and Herzegovina,0.03%
68.,North Macedonia,0.03%
69.,Algeria,0.03%
70.,Seychelles,0.03%
71.,Bangladesh,0.02%
72.,Mongolia,0.02%
73.,Peru,0.02%
74.,Iceland,0.02%
75.,Kyrgyzstan,0.02%
76.,Cyprus,0.02%
77.,Ecuador,0.02%
78.,Uruguay,0.02%
79.,Armenia,0.02%
80.,Kuwait,0.02%
81.,Cambodia,0.02%
82.,Cuba,0.02%
83.,Montenegro,0.02%
