1.,United States and territories,49.02%
1.1.,    United States,49.02%
2.,Germany,26.11%
3.,France and territories,11.99%
3.1.,    France,11.99%
4.,China and territories,10.90%
4.1.,    China,9.66%
4.2.,    Hong Kong,1.78%
5.,Netherlands and territories,4.51%
5.1.,    Netherlands,4.51%
6.,Japan,4.49%
7.,Russian Federation,3.97%
8.,United Kingdom and territories,3.70%
8.1.,    United Kingdom,3.70%
9.,Italy,3.48%
10.,Ireland,3.21%
11.,India,3.11%
12.,Iran,2.54%
13.,Singapore,2.35%
14.,South Korea,2.06%
15.,Sweden,1.40%
16.,Turkey,1.25%
17.,Canada,1.19%
18.,Finland and territories,1.03%
18.1.,    Finland,1.03%
19.,Taiwan,0.83%
20.,Spain,0.76%
21.,Poland,0.71%
22.,Australia,0.65%
23.,Czech Republic,0.65%
24.,Switzerland,0.64%
25.,Viet Nam,0.57%
26.,Brazil,0.57%
27.,Indonesia,0.54%
28.,Ukraine,0.40%
29.,Azerbaijan,0.40%
30.,Saudi Arabia,0.40%
31.,United Arab Emirates,0.37%
32.,Belgium,0.33%
33.,Argentina,0.29%
34.,Austria,0.24%
35.,Slovakia,0.24%
36.,Romania,0.21%
37.,Luxembourg,0.21%
38.,Thailand,0.19%
39.,Mexico,0.17%
40.,South Africa,0.16%
41.,Bulgaria,0.16%
42.,Israel,0.14%
43.,Greece,0.14%
44.,Portugal,0.14%
45.,Malaysia,0.13%
46.,Kazakhstan,0.13%
47.,Norway,0.13%
48.,Venezuela,0.13%
49.,Angola,0.13%
50.,Hungary,0.11%
51.,Chile,0.11%
52.,Latvia,0.11%
53.,Pakistan,0.11%
54.,Belarus,0.10%
55.,Moldova,0.10%
56.,Turkmenistan,0.10%
57.,Denmark and territories,0.08%
57.1.,    Denmark,0.08%
58.,Estonia,0.08%
59.,Croatia,0.06%
60.,Uzbekistan,0.06%
61.,Qatar,0.06%
62.,Egypt,0.05%
63.,Algeria,0.05%
64.,Afghanistan,0.05%
65.,Lithuania,0.03%
66.,Serbia,0.03%
67.,Bangladesh,0.03%
68.,Peru,0.03%
69.,Bosnia and Herzegovina,0.03%
70.,Cyprus,0.03%
71.,Kuwait,0.03%
72.,Slovenia,0.02%
73.,Colombia,0.02%
74.,Tunisia,0.02%
75.,Mongolia,0.02%
76.,Iceland,0.02%
77.,Kyrgyzstan,0.02%
78.,North Macedonia,0.02%
79.,Panama,0.02%
80.,Albania,0.02%
81.,Cambodia,0.02%
