1.,United States and territories,46.02%
1.1.,    United States,46.00%
1.2.,    Guam,0.02%
2.,Germany,17.32%
3.,France and territories,14.79%
3.1.,    France,14.79%
4.,China and territories,11.29%
4.1.,    China,10.08%
4.2.,    Hong Kong,1.64%
5.,Switzerland,7.81%
6.,Netherlands and territories,4.82%
6.1.,    Netherlands,4.82%
7.,Japan,4.58%
8.,Russian Federation,3.85%
9.,United Kingdom and territories,3.10%
9.1.,    United Kingdom,3.10%
10.,Ireland,3.02%
11.,India,2.97%
12.,Iran,2.45%
13.,Singapore,2.23%
14.,South Korea,1.99%
15.,Finland and territories,1.51%
15.1.,    Finland,1.51%
16.,Italy,1.46%
17.,Turkey,1.32%
18.,Canada,1.30%
19.,Sweden,0.99%
20.,Taiwan,0.91%
21.,Spain,0.73%
22.,Poland,0.68%
23.,Czech Republic,0.67%
24.,Viet Nam,0.60%
25.,Australia,0.60%
26.,Brazil,0.51%
27.,Indonesia,0.49%
28.,United Arab Emirates,0.40%
29.,Saudi Arabia,0.37%
30.,Ukraine,0.35%
31.,Belgium,0.32%
32.,Azerbaijan,0.30%
33.,Argentina,0.27%
34.,Luxembourg,0.27%
35.,Romania,0.22%
36.,Greece,0.22%
37.,Mexico,0.21%
38.,Austria,0.19%
39.,Slovakia,0.19%
40.,Israel,0.17%
41.,Thailand,0.16%
42.,South Africa,0.16%
43.,Kazakhstan,0.16%
44.,Bulgaria,0.13%
45.,Pakistan,0.13%
46.,Angola,0.13%
47.,Hungary,0.11%
48.,Chile,0.11%
49.,Portugal,0.11%
50.,Latvia,0.11%
51.,Venezuela,0.11%
52.,Turkmenistan,0.11%
53.,Malaysia,0.10%
54.,Norway,0.10%
55.,Estonia,0.08%
56.,Belarus,0.06%
57.,Denmark and territories,0.06%
57.1.,    Denmark,0.06%
58.,Croatia,0.06%
59.,Moldova,0.06%
60.,Uzbekistan,0.06%
61.,Qatar,0.06%
62.,Lithuania,0.05%
63.,Egypt,0.05%
64.,Algeria,0.05%
65.,Serbia,0.03%
66.,Slovenia,0.03%
67.,Colombia,0.03%
68.,Bosnia and Herzegovina,0.03%
69.,North Macedonia,0.03%
70.,Bangladesh,0.02%
71.,Mongolia,0.02%
72.,Peru,0.02%
73.,Iceland,0.02%
74.,Kyrgyzstan,0.02%
75.,Morocco,0.02%
76.,Ecuador,0.02%
77.,Uruguay,0.02%
78.,Cyprus,0.02%
79.,Armenia,0.02%
80.,Panama,0.02%
81.,Kuwait,0.02%
82.,Cambodia,0.02%
83.,Cuba,0.02%
