1.,United States and territories,51.7%
1.1.,    United States,51.7%
2.,Germany,31.8%
3.,China and territories,14.4%
3.1.,    China,12.6%
3.2.,    Hong Kong,3.1%
4.,France and territories,13.3%
4.1.,    France,13.3%
5.,United Kingdom and territories,5.1%
5.1.,    United Kingdom,5.1%
6.,Russian Federation,4.4%
7.,Netherlands and territories,4.4%
7.1.,    Netherlands,4.4%
8.,Japan,4.2%
9.,Singapore,4.1%
10.,Ireland,3.5%
11.,Italy,3.2%
12.,Iran,2.7%
13.,India,2.7%
14.,Finland and territories,2.7%
14.1.,    Finland,2.7%
15.,Taiwan,1.7%
16.,Turkey,1.1%
17.,Sweden,1.1%
18.,Poland,1.0%
19.,South Korea,0.8%
20.,Czech Republic,0.8%
21.,Canada,0.7%
22.,Indonesia,0.7%
23.,Belgium,0.6%
24.,Viet Nam,0.4%
25.,Australia,0.4%
26.,Switzerland,0.4%
27.,Austria,0.4%
28.,Spain,0.3%
29.,Brazil,0.3%
30.,Norway,0.3%
31.,United Arab Emirates,0.3%
32.,Luxembourg,0.3%
33.,Venezuela,0.3%
34.,Thailand,0.1%
35.,Denmark and territories,0.1%
35.1.,    Denmark,0.1%
36.,Malaysia,0.1%
37.,Argentina,0.1%
38.,Kazakhstan,0.1%
39.,Chile,0.1%
40.,Slovakia,0.1%
41.,Iceland,0.1%
42.,Bosnia and Herzegovina,0.1%
43.,Turkmenistan,0.1%
44.,Angola,0.1%
