United States and territories,45.63%
Germany,23.56%
France and territories,12.82%
China and territories,11.17%
Netherlands and territories,4.83%
Japan,4.59%
Russian Federation,3.82%
United Kingdom and territories,3.68%
Ireland,3.11%
India,3.08%
Italy,2.79%
Iran,2.47%
Singapore,2.21%
South Korea,2.07%
Finland and territories,1.41%
Turkey,1.25%
Canada,1.22%
Sweden,1.09%
Taiwan,0.83%
Spain,0.75%
Poland,0.72%
Czech Republic,0.66%
Australia,0.64%
Viet Nam,0.59%
Switzerland,0.58%
Brazil,0.55%
Indonesia,0.45%
Ukraine,0.39%
Azerbaijan,0.37%
Saudi Arabia,0.37%
Belgium,0.35%
United Arab Emirates,0.35%
Argentina,0.29%
Romania,0.22%
Austria,0.21%
Slovakia,0.21%
Mexico,0.21%
Greece,0.19%
Luxembourg,0.19%
Thailand,0.18%
Kazakhstan,0.16%
South Africa,0.14%
Portugal,0.14%
Israel,0.13%
Bulgaria,0.13%
Pakistan,0.13%
Angola,0.13%
Hungary,0.11%
Norway,0.11%
Latvia,0.11%
Venezuela,0.11%
Chile,0.10%
Turkmenistan,0.10%
Malaysia,0.08%
Estonia,0.08%
Moldova,0.08%
Denmark and territories,0.06%
Croatia,0.06%
Uzbekistan,0.06%
Qatar,0.06%
Belarus,0.05%
Lithuania,0.05%
Egypt,0.05%
Algeria,0.05%
Serbia,0.03%
Bangladesh,0.03%
Slovenia,0.03%
Colombia,0.03%
Bosnia and Herzegovina,0.03%
Panama,0.03%
Mongolia,0.02%
Peru,0.02%
Iceland,0.02%
Kyrgyzstan,0.02%
Morocco,0.02%
North Macedonia,0.02%
Ecuador,0.02%
Cyprus,0.02%
Kuwait,0.02%
Albania,0.02%
Cambodia,0.02%
